id,-0.052387988
q1_1,0.009629391
q1_2,0.011439311
q1_3,0.248759173
q1_4,0.063707664
q1_5,-0.193511146
q3,0.10887319
q4,0.139439781
q5_3,-0.116411768
q5_4,-0.004183837
q14,0.071968924
q16_1,0.094592612
q16_2,-0.027517826
q16_3,0.132877222
q17_1,0.210782147
q17_2,-0.126801861
q17_3,-0.049145249
q17_4,-0.041986072
q17_5,0.089167484
q17_6,0.06392277
q17_7,0.187562109
q17_8,-0.048072284
q17_9,-0.408424649
q21_1,-0.178150603
q33,-0.049914254
q34_1,-0.024304037
q34_2,-0.308419175
q34_3,-0.304860317
q34_4,-0.069970951
q34_5,-0.250518988
q47_1,0.23312446
q47_5,0.156074905
q47_6,0.101118779
q47_7,0.186742699
q47_8,-0.098128922
q47_10,-0.112677291
q47_11,-0.029496921
q44,0.063249346
q47_2,-0.237556908
q47_3,0.039990393
q47_4,-0.073075919
q47_9,0.001310328
q47_12,-0.06046883
q48_1,-0.126085108
q48_2,0.106109411
q48_3,0.129483055
q48_6,0.003250242
q48_7,0.080962884
q52,-0.063157627
q53,-0.063157627
q54,-0.126951718
q55,-0.192893349
d12_1,-0.245081576
d17,-0.010456286
q28_1,0.117551628
q28_2,-0.078461598
q28_3,0.12338957
q28_4,0.128650026
q39,-0.168582984
q40_1,-0.082543135
q40_2,-0.027859535
q40_3,0.225091388
q40_4,-0.110802042
q40_5,-0.104183608
q40_6,-0.285636631
q41_1,0.107469293
q41_2,0.015575713
q41_3,-0.031002434
q41_4,-0.045400248
q41_5,-0.046688254
q41_6,-0.014450921
q41_7,-0.02950457
q41_8,0.01818967
q41_9,-0.04767612
q41_10,-0.13016813
q41_11,-0.027912841
q41_12,0.224618817
q41_13,0.282021839
q41_14,0.045296189
q41_15,0.260381526
